Date,Open,High,Low,Close,Volume
14-Sep-12,29.57,33.20,28.52,32.67,1335715
13-Sep-12,36.00,37.19,30.23,30.70,1311796
12-Sep-12,36.55,38.47,35.45,35.90,1729432
11-Sep-12,38.35,39.34,36.27,38.06,2024567
10-Sep-12,35.82,38.89,33.69,38.63,820436
7-Sep-12,37.65,37.99,34.61,34.72,529586
6-Sep-12,47.50,47.50,39.20,39.20,267981
5-Sep-12,51.90,52.30,49.10,49.50,153498
4-Sep-12,53.50,55.40,52.10,52.30,122671
31-Aug-12,55.10,57.60,52.50,53.00,303659
30-Aug-12,57.00,58.10,55.60,57.00,217622
29-Aug-12,53.80,54.70,51.80,54.70,281340
28-Aug-12,54.00,54.50,52.30,54.20,210340
27-Aug-12,50.70,52.50,49.80,52.40,172476
24-Aug-12,57.60,57.70,50.70,51.45,271670
23-Aug-12,54.30,57.40,54.20,56.00,213930
22-Aug-12,55.00,55.90,52.65,53.80,286613
21-Aug-12,49.30,53.90,48.80,52.90,311491
20-Aug-12,51.00,52.90,50.20,50.50,140999
17-Aug-12,52.50,53.70,49.60,50.20,207681
16-Aug-12,55.00,57.00,53.30,53.30,135750
15-Aug-12,55.60,56.20,52.90,55.50,162218
14-Aug-12,50.50,55.50,50.10,55.40,228459
13-Aug-12,53.20,53.30,49.80,50.00,143235
10-Aug-12,55.70,56.40,52.60,52.70,158620
9-Aug-12,56.00,57.00,53.50,54.50,172328
8-Aug-12,59.90,60.60,55.00,55.10,196048
7-Aug-12,55.40,60.30,54.60,60.20,190822
6-Aug-12,58.20,58.70,55.80,57.20,157370
3-Aug-12,64.40,65.00,60.10,60.20,321122
2-Aug-12,76.20,77.90,69.40,69.50,480847
1-Aug-12,73.00,76.20,70.80,72.70,542220
31-Jul-12,74.90,76.30,71.80,75.80,205411
30-Jul-12,68.10,72.10,66.40,72.00,235085
27-Jul-12,67.20,71.00,66.70,69.00,202649
26-Jul-12,76.00,79.40,73.10,73.30,280689
25-Jul-12,88.00,94.40,83.60,86.70,326636
24-Jul-12,81.90,94.00,81.70,88.60,371283
23-Jul-12,84.00,89.10,79.50,81.90,382436
20-Jul-12,69.60,73.90,67.90,72.50,251289
19-Jul-12,68.00,71.10,65.70,65.70,213593
18-Jul-12,68.10,69.80,65.30,68.90,173645
17-Jul-12,70.60,74.60,66.60,67.40,265136
16-Jul-12,74.50,76.00,71.40,73.00,139986
13-Jul-12,82.10,82.10,75.00,75.15,244732
12-Jul-12,87.20,90.70,80.50,84.20,341435
11-Jul-12,88.00,91.00,81.30,82.60,282173
10-Jul-12,81.50,91.70,79.10,88.60,322540
9-Jul-12,84.50,88.50,82.25,83.80,153983
6-Jul-12,92.50,92.60,85.20,85.60,235540
5-Jul-12,83.00,89.10,82.60,87.40,186407
3-Jul-12,84.10,84.40,79.10,81.60,107750
2-Jul-12,94.60,96.30,85.20,85.70,214125
29-Jun-12,100.50,103.40,97.60,98.10,283097
28-Jun-12,123.70,127.70,113.00,113.60,241375
27-Jun-12,115.60,121.10,112.20,120.80,166169
26-Jun-12,119.00,128.80,115.80,118.80,190966
25-Jun-12,123.90,129.00,122.00,126.10,261679
22-Jun-12,125.00,129.30,105.40,107.10,215205
21-Jun-12,110.30,134.60,108.50,134.30,242568
20-Jun-12,120.90,130.00,110.50,110.50,336195
19-Jun-12,117.40,124.50,116.00,120.60,197212
18-Jun-12,150.00,152.50,126.30,126.40,241418
15-Jun-12,163.10,167.20,148.10,152.40,143571
14-Jun-12,186.80,192.40,165.50,165.50,221886
13-Jun-12,180.70,195.00,171.00,189.00,232787
12-Jun-12,175.60,188.00,169.70,172.00,236335
11-Jun-12,142.50,179.60,140.70,178.40,158154
