06/15/22,Sold,EQ,SQQQ,-500,30599.22,61.2,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ
06/15/22,Bought,EQ,SQQQ,500,-30457.5,60.915,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ PROSPECTUS ON INITIAL PURCHASE
06/15/22,Sold,EQ,SQQQ,-500,30384.58,60.7707,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ
06/15/22,Bought,EQ,SQQQ,500,-30414.75,60.8295,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ PROSPECTUS ON INITIAL PURCHASE
06/15/22,Sold,EQ,SQQQ,-500,30404.23,60.81,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ
06/15/22,Bought,EQ,SQQQ,500,-30447.5,60.895,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ PROSPECTUS ON INITIAL PURCHASE
06/15/22,Sold,EQ,TQQQ,-1000,24519.9,24.5206,0,PROSHARES TRUST ULTRAPRO QQQ
06/15/22,Bought,EQ,TQQQ,1000,-24409.1,24.4091,0,PROSHARES TRUST ULTRAPRO QQQ PROSPECTUS ON INITIAL PURCHASE
06/15/22,Sold,EQ,SQQQ,-500,30606.72,61.215,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ
06/15/22,Bought,EQ,SQQQ,391,-23792.15,60.8495,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ PROSPECTUS ON INITIAL PURCHASE
06/15/22,Bought,EQ,SQQQ,109,-6632.64,60.8499,0,PROSHARES TR PROSHARES ULTRAPRO SHORT QQQ PROSPECTUS ON INITIAL PURCHASE
06/14/22,Sold,EQ,SQQQ,-500,32236.69,64.475,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ
06/14/22,Bought,EQ,SQQQ,500,-32054.95,64.1099,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ  PROSPECTUS ON INITIAL PURCHASE
06/14/22,Sold,EQ,SQQQ,-500,32194.19,64.39,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ
06/14/22,Bought,EQ,SQQQ,500,-32069.95,64.1399,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ  PROSPECTUS ON INITIAL PURCHASE
06/14/22,Sold,EQ,TQQQ,-1000,23174.33,23.175,0,PROSHARES TRUST               ULTRAPRO QQQ
06/14/22,Bought,EQ,TQQQ,1000,-23480,23.48,0,PROSHARES TRUST               ULTRAPRO QQQ                  PROSPECTUS ON INITIAL PURCHASE
06/14/22,Sold,EQ,SQQQ,-500,31719.25,63.4401,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ
06/14/22,Bought,EQ,SQQQ,500,-31862.5,63.725,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ  PROSPECTUS ON INITIAL PURCHASE
06/14/22,Sold,EQ,TQQQ,-1000,23234.33,23.235,0,PROSHARES TRUST               ULTRAPRO QQQ
06/14/22,Sold,EQ,TQQQ,-1000,23284.33,23.285,0,PROSHARES TRUST               ULTRAPRO QQQ
06/14/22,Bought,EQ,TQQQ,1000,-23219.5,23.2195,0,PROSHARES TRUST               ULTRAPRO QQQ                  PROSPECTUS ON INITIAL PURCHASE
06/14/22,Bought,EQ,TQQQ,1000,-23189.9,23.1899,0,PROSHARES TRUST               ULTRAPRO QQQ                  PROSPECTUS ON INITIAL PURCHASE
06/14/22,Sold,EQ,SQQQ,-500,32104.19,64.21,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ
06/14/22,Bought,EQ,SQQQ,500,-32034.6,64.0692,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ  PROSPECTUS ON INITIAL PURCHASE
06/14/22,Sold,EQ,TQQQ,-1000,23149.63,23.1503,0,PROSHARES TRUST               ULTRAPRO QQQ
06/14/22,Sold,EQ,SQQQ,-500,31911.69,63.825,0,PROSHARES TR                  PROSHARES ULTRAPRO SHORT QQQ
